Survey month,Parameter,State and territory,Sex,Classification,Category,Full_time,Full_time_RSE,Part_time,Part_time_RSE,With paid leave entitlements,With paid leave entitlements_RSE,Without paid leave entitlements,Without paid leave entitlements_RSE,Total,Total_RSE,Sub_Category,ParentCategory
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Lone parent,1550.437,10.1,766.474,10.0,1285.016,7.0,750.0,13.6,1150.0,4.6,Lone parent,Family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Dependent student,717.322,17.8,250.434,13.2,498.91,14.3,250.0,11.3,300.0,9.5,Dependent student,Family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Non-dependent child,1077.939,3.6,591.215,7.9,1000.0,2.0,600.0,10.6,897.391,3.9,Non-dependent child,Family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Other related individual,1527.297,8.9,548.525,10.2,1301.68,12.1,554.681,12.2,999.898,10.7,Other related individual,Family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,Non-family member,1360.293,3.5,693.276,7.4,1307.011,2.3,561.486,12.2,1199.012,3.3,,Non-family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Lone person,1390.0,3.4,750.0,7.7,1350.05,2.0,539.91,15.9,1262.76,2.9,Lone person,Non-family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,   Not living alone,1201.836,6.4,605.619,12.6,1199.201,5.2,607.589,14.6,1000.0,6.3,Not living alone,Non-family member
2020,Median weekly earnings,VIC,Persons,Relationship in household,Relationship not determined,1420.913,122.7,702.5,0.1,1383.947,22.5,650.0,0.1,879.467,26.1,,Relationship not determined
2020,Median weekly earnings,VIC,Males,Relationship in household,Family member,1500.0,1.6,550.0,6.2,1458.104,1.7,600.0,8.2,1319.039,1.4,,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,"   Husband, wife or partner",1600.0,3.2,750.0,2.7,1560.563,2.1,820.256,5.7,1500.0,1.9,"Husband, wife or partner",Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,      With dependants,1710.0,2.9,781.934,5.0,1687.251,2.3,844.608,10.2,1630.0,2.9,With dependants,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,      Without dependants,1458.559,2.7,750.0,4.6,1400.0,2.8,795.417,11.4,1338.782,3.0,Without dependants,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Lone parent,1738.813,15.9,1140.954,0.1,1882.258,13.5,1227.64,17.4,1700.0,14.4,Lone parent,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Dependent student,714.486,0.1,250.0,16.7,600.0,14.6,206.991,16.4,298.178,15.0,Dependent student,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Non-dependent child,1119.029,4.6,548.767,14.3,1000.0,5.2,691.464,11.1,911.289,4.2,Non-dependent child,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Other related individual,2042.007,12.9,547.858,12.9,1181.892,24.1,557.054,19.2,953.134,15.9,Other related individual,Family member
2020,Median weekly earnings,VIC,Males,Relationship in household,Non-family member,1323.04,4.4,590.298,13.0,1300.292,3.9,518.021,14.6,1200.0,4.5,,Non-family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Lone person,1348.927,4.7,751.666,16.5,1366.337,4.9,549.093,29.2,1265.0,3.9,Lone person,Non-family member
2020,Median weekly earnings,VIC,Males,Relationship in household,   Not living alone,1209.896,9.5,504.124,19.0,1200.0,7.7,487.845,18.6,998.99,6.9,Not living alone,Non-family member
2020,Median weekly earnings,VIC,Males,Relationship in household,Relationship not determined,1537.04,190.3,796.307,0.1,1420.851,0.1,1001.816,0.1,1391.489,38.1,,Relationship not determined
2020,Median weekly earnings,VIC,Females,Relationship in household,Family member,1330.0,2.9,719.0,2.4,1100.0,2.2,571.389,5.8,1000.0,2.2,,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,"   Husband, wife or partner",1400.0,2.5,750.0,0.7,1125.44,2.9,670.924,5.7,1058.706,2.4,"Husband, wife or partner",Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,      With dependants,1477.408,3.4,750.0,1.8,1099.698,3.2,717.898,6.1,1050.0,3.4,With dependants,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,      Without dependants,1333.962,3.1,729.677,2.8,1150.0,3.3,629.148,9.6,1093.0,3.5,Without dependants,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Lone parent,1433.337,11.5,752.528,7.0,1198.17,6.1,714.703,16.9,1035.867,6.2,Lone parent,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Dependent student,893.467,0.1,300.0,17.2,427.943,26.9,250.0,25.8,309.176,19.1,Dependent student,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Non-dependent child,1059.702,3.7,600.0,9.7,993.272,3.6,586.169,12.2,865.718,4.9,Non-dependent child,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Other related individual,1483.732,8.2,543.463,29.0,1347.873,10.8,595.63,24.3,1101.711,17.4,Other related individual,Family member
2020,Median weekly earnings,VIC,Females,Relationship in household,Non-family member,1380.0,3.1,750.0,7.1,1325.0,3.7,638.299,14.3,1165.158,5.8,,Non-family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Lone person,1416.845,7.3,674.536,12.8,1350.0,3.2,529.222,22.5,1252.081,5.1,Lone person,Non-family member
2020,Median weekly earnings,VIC,Females,Relationship in household,   Not living alone,1200.822,6.1,750.0,8.8,1168.538,7.4,750.0,16.1,1065.739,7.7,Not living alone,Non-family member
2020,Median weekly earnings,VIC,Females,Relationship in household,Relationship not determined,829.857,0.1,533.862,24.1,801.022,0.1,650.0,0.1,664.14,0.1,,Relationship not determined
2020,Median weekly earnings,QLD,Persons,Relationship in household,Family member,1371.567,2.6,662.186,1.9,1250.0,2.0,619.162,3.7,1082.606,1.9,,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,"   Husband, wife or partner",1500.0,2.2,750.0,0.6,1354.0,2.8,757.622,2.7,1242.55,1.7,"Husband, wife or partner",Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,      With dependants,1567.045,3.0,790.294,3.5,1450.0,2.9,777.968,4.7,1300.0,2.9,With dependants,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,      Without dependants,1399.867,3.8,750.0,0.1,1281.0,4.0,751.317,3.5,1150.192,4.3,Without dependants,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Lone parent,1288.957,6.8,702.575,5.6,1191.512,5.1,662.101,16.3,1050.949,4.5,Lone parent,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Dependent student,1001.524,23.0,200.0,10.5,501.44,27.5,200.0,10.5,215.136,12.4,Dependent student,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Non-dependent child,1000.0,2.8,555.516,5.9,999.896,3.8,601.672,6.8,811.02,5.3,Non-dependent child,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Other related individual,1182.065,10.6,528.297,14.5,1014.29,8.2,539.491,36.1,984.349,6.2,Other related individual,Family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,Non-family member,1322.48,4.6,667.64,9.6,1250.0,4.5,750.0,9.5,1150.0,3.5,,Non-family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Lone person,1461.674,5.0,750.0,3.4,1329.11,5.7,720.0,11.0,1237.196,4.2,Lone person,Non-family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,   Not living alone,1174.432,6.6,493.168,11.7,1149.656,7.1,799.618,17.9,1000.0,7.0,Not living alone,Non-family member
2020,Median weekly earnings,QLD,Persons,Relationship in household,Relationship not determined,0.0,0.0,0.0,0.0,1386.823,0.2,0.0,0.0,1386.823,0.2,,Relationship not determined
2020,Median weekly earnings,QLD,Males,Relationship in household,Family member,1450.0,2.5,550.0,8.3,1450.0,2.5,750.0,6.5,1250.0,2.0,,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,"   Husband, wife or partner",1545.33,2.5,750.0,3.1,1542.744,2.4,952.846,6.8,1500.0,2.3,"Husband, wife or partner",Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,      With dependants,1635.481,4.7,835.028,13.0,1636.205,4.4,1004.421,9.9,1587.758,3.6,With dependants,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,      Without dependants,1450.0,3.4,750.0,4.4,1450.0,3.2,881.573,7.3,1305.112,4.8,Without dependants,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Lone parent,1392.994,20.0,659.618,22.6,1406.0,12.8,828.364,45.9,1227.08,14.2,Lone parent,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Dependent student,902.16,0.1,181.449,25.3,750.0,59.5,186.302,27.3,200.0,32.5,Dependent student,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Non-dependent child,1000.0,2.9,412.875,14.7,963.241,6.7,603.584,17.0,842.015,6.4,Non-dependent child,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Other related individual,1050.0,8.6,493.299,52.2,999.944,3.6,631.555,114.7,997.505,6.5,Other related individual,Family member
2020,Median weekly earnings,QLD,Males,Relationship in household,Non-family member,1262.392,6.5,670.591,9.6,1269.134,5.0,885.855,7.2,1182.399,4.1,,Non-family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Lone person,1505.79,8.3,742.646,7.8,1415.527,9.2,810.34,9.5,1224.94,9.4,Lone person,Non-family member
2020,Median weekly earnings,QLD,Males,Relationship in household,   Not living alone,1194.154,8.5,503.858,18.8,1202.845,6.8,918.034,19.3,1100.0,9.9,Not living alone,Non-family member
2020,Median weekly earnings,QLD,Males,Relationship in household,Relationship not determined,0.0,0.0,0.0,0.0,1386.823,0.2,0.0,0.0,1386.823,0.2,,Relationship not determined
2020,Median weekly earnings,QLD,Females,Relationship in household,Family member,1253.186,3.0,700.0,3.6,1110.163,2.3,555.049,8.0,960.741,2.4,,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,"   Husband, wife or partner",1346.47,3.9,750.0,0.7,1145.706,2.4,744.296,3.6,1027.819,2.2,"Husband, wife or partner",Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,      With dependants,1448.65,5.4,769.0,3.5,1150.0,3.9,689.496,10.0,1033.136,3.0,With dependants,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,      Without dependants,1300.0,4.8,750.0,1.2,1136.721,4.3,750.0,4.3,1025.0,3.5,Without dependants,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Lone parent,1279.074,8.9,712.61,6.3,1128.039,6.3,642.415,16.4,1010.06,5.3,Lone parent,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Dependent student,1180.08,0.1,211.49,9.0,449.495,29.6,207.353,10.9,219.884,9.0,Dependent student,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Non-dependent child,1000.944,4.8,657.621,7.8,1023.036,6.0,600.0,9.0,800.0,6.1,Non-dependent child,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Other related individual,1281.662,24.1,716.089,24.7,1185.442,18.4,554.967,29.5,862.514,18.1,Other related individual,Family member
2020,Median weekly earnings,QLD,Females,Relationship in household,Non-family member,1325.821,6.3,668.693,10.2,1200.0,4.6,605.649,12.1,1114.468,6.3,,Non-family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Lone person,1442.0,6.3,749.769,6.3,1326.014,6.8,588.091,16.7,1256.837,4.9,Lone person,Non-family member
2020,Median weekly earnings,QLD,Females,Relationship in household,   Not living alone,1149.77,15.4,484.065,15.0,1062.45,9.4,639.329,26.8,877.842,10.7,Not living alone,Non-family member
2020,Median weekly earnings,SA,Persons,Relationship in household,Family member,1300.0,2.1,650.0,3.7,1200.0,1.6,638.202,7.1,1050.183,2.4,,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,"   Husband, wife or partner",1390.081,2.1,750.0,1.6,1250.0,2.0,750.0,2.1,1183.0,1.3,"Husband, wife or partner",Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,      With dependants,1495.0,2.3,750.0,2.4,1300.0,2.6,750.0,4.6,1210.0,2.1,With dependants,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,      Without dependants,1300.0,3.1,740.189,3.4,1200.0,2.2,750.0,7.5,1150.0,2.2,Without dependants,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Lone parent,1400.0,6.7,749.177,4.5,1235.974,6.9,750.0,15.3,1060.081,8.9,Lone parent,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Dependent student,900.0,0.1,195.0,19.6,507.088,32.7,185.557,18.2,200.0,19.1,Dependent student,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Non-dependent child,956.069,4.9,596.184,6.8,913.719,6.3,662.785,9.6,800.0,3.6,Non-dependent child,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Other related individual,1188.877,17.9,363.94,21.2,1150.662,15.8,500.0,24.1,742.911,14.2,Other related individual,Family member
2020,Median weekly earnings,SA,Persons,Relationship in household,Non-family member,1248.194,4.4,750.0,3.2,1200.0,4.5,750.0,5.3,1075.065,4.2,,Non-family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Lone person,1299.894,4.7,757.175,3.4,1246.0,5.2,752.825,5.7,1130.639,5.1,Lone person,Non-family member
2020,Median weekly earnings,SA,Persons,Relationship in household,   Not living alone,1100.0,7.6,600.0,12.1,1083.59,7.3,683.891,5.6,1000.0,6.9,Not living alone,Non-family member
2020,Median weekly earnings,SA,Persons,Relationship in household,Relationship not determined,1335.068,0.1,0.0,0.0,1335.068,0.1,0.0,0.0,1335.068,0.1,,Relationship not determined
2020,Median weekly earnings,SA,Males,Relationship in household,Family member,1380.0,2.6,545.396,5.3,1383.0,2.4,690.0,5.5,1200.0,2.0,,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,"   Husband, wife or partner",1477.376,2.2,750.0,8.1,1456.639,2.2,1000.0,9.4,1388.616,3.2,"Husband, wife or partner",Family member
2020,Median weekly earnings,SA,Males,Relationship in household,      With dependants,1547.341,4.9,803.165,17.3,1545.928,4.2,1000.0,10.6,1500.0,3.4,With dependants,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,      Without dependants,1339.963,4.0,700.78,13.1,1326.0,3.8,995.931,10.1,1250.0,2.9,Without dependants,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Lone parent,1400.619,9.4,656.02,0.1,1400.619,9.4,656.02,0.1,1400.0,10.9,Lone parent,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Dependent student,869.754,0.1,169.361,27.2,600.212,76.0,165.013,31.8,210.174,24.3,Dependent student,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Non-dependent child,963.438,5.2,500.0,13.6,926.412,5.5,659.223,19.2,792.505,4.7,Non-dependent child,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Other related individual,1043.727,25.1,500.0,31.6,1067.42,25.3,639.356,26.7,740.669,14.9,Other related individual,Family member
2020,Median weekly earnings,SA,Males,Relationship in household,Non-family member,1280.015,4.3,734.441,5.7,1282.983,4.8,770.998,6.3,1184.062,5.3,,Non-family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Lone person,1350.0,4.8,750.0,1.5,1361.372,5.3,800.0,9.3,1264.885,6.6,Lone person,Non-family member
2020,Median weekly earnings,SA,Males,Relationship in household,   Not living alone,1068.307,6.1,489.701,27.5,1036.167,9.1,726.353,25.5,1000.0,8.9,Not living alone,Non-family member
2020,Median weekly earnings,SA,Males,Relationship in household,Relationship not determined,1335.068,0.1,0.0,0.0,1335.068,0.1,0.0,0.0,1335.068,0.1,,Relationship not determined
2020,Median weekly earnings,SA,Females,Relationship in household,Family member,1232.0,1.8,690.0,4.2,1057.602,2.4,580.54,6.9,900.0,2.0,,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,"   Husband, wife or partner",1250.0,2.9,750.0,1.7,1072.034,2.4,718.867,4.9,1000.0,2.5,"Husband, wife or partner",Family member
2020,Median weekly earnings,SA,Females,Relationship in household,      With dependants,1276.061,5.1,750.0,2.5,1050.0,2.5,695.067,7.2,970.323,2.6,With dependants,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,      Without dependants,1237.33,3.9,750.0,3.4,1100.0,4.4,750.0,12.2,1000.0,4.1,Without dependants,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Lone parent,1290.754,9.6,749.278,4.3,1093.209,8.5,750.0,18.3,983.627,7.9,Lone parent,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Dependent student,0.0,0.0,197.851,19.3,483.184,33.1,188.081,20.2,199.2,18.9,Dependent student,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Non-dependent child,918.06,11.1,652.963,9.4,912.402,12.4,671.288,9.5,800.0,4.8,Non-dependent child,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Other related individual,1500.0,29.8,307.872,58.6,1333.247,22.3,300.962,63.6,702.619,33.8,Other related individual,Family member
2020,Median weekly earnings,SA,Females,Relationship in household,Non-family member,1183.754,5.6,750.0,6.3,1084.308,5.9,663.803,6.6,1011.306,4.0,,Non-family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Lone person,1194.097,6.1,835.517,6.7,1060.43,5.6,640.311,19.7,1030.598,5.1,Lone person,Non-family member
2020,Median weekly earnings,SA,Females,Relationship in household,   Not living alone,1138.794,12.4,627.752,14.5,1096.512,12.5,666.571,10.2,986.687,9.6,Not living alone,Non-family member
2020,Median weekly earnings,WA,Persons,Relationship in household,Family member,1649.91,2.4,673.818,3.4,1439.27,2.0,691.187,5.5,1243.773,1.3,,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,"   Husband, wife or partner",1778.04,2.0,750.0,0.6,1534.0,1.8,756.64,5.1,1451.887,1.9,"Husband, wife or partner",Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,      With dependants,1943.489,2.7,750.0,3.3,1634.0,4.3,877.838,11.1,1534.0,3.3,With dependants,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,      Without dependants,1628.494,3.1,750.0,1.7,1465.351,2.3,750.0,4.8,1352.0,3.4,Without dependants,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Lone parent,1589.869,6.9,736.555,12.4,1250.0,10.1,663.009,60.2,1154.817,7.5,Lone parent,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Dependent student,720.067,0.1,220.205,13.7,658.889,13.3,180.509,16.1,232.979,13.1,Dependent student,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Non-dependent child,1100.369,4.6,566.216,12.0,1000.0,7.2,750.0,12.1,915.158,5.9,Non-dependent child,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Other related individual,1137.218,17.5,518.103,17.8,1205.514,16.8,750.0,20.8,959.142,7.5,Other related individual,Family member
2020,Median weekly earnings,WA,Persons,Relationship in household,Non-family member,1561.855,4.5,677.74,7.1,1500.0,4.5,750.0,6.6,1250.0,5.8,,Non-family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Lone person,1616.163,4.0,736.487,9.4,1553.833,3.5,750.0,14.0,1489.225,6.1,Lone person,Non-family member
2020,Median weekly earnings,WA,Persons,Relationship in household,   Not living alone,1250.0,12.5,642.781,11.3,1198.64,9.1,752.498,11.3,1125.793,8.1,Not living alone,Non-family member
2020,Median weekly earnings,WA,Persons,Relationship in household,Relationship not determined,1293.084,0.1,0.0,0.0,1237.748,0.1,0.0,0.0,1237.748,0.1,,Relationship not determined
2020,Median weekly earnings,WA,Males,Relationship in household,Family member,1824.123,2.1,548.267,5.8,1800.0,2.3,927.292,5.9,1634.0,2.8,,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,"   Husband, wife or partner",1956.0,2.5,781.13,8.1,1900.0,2.4,1463.721,6.9,1849.365,2.2,"Husband, wife or partner",Family member
2020,Median weekly earnings,WA,Males,Relationship in household,      With dependants,2109.594,2.9,1000.0,12.4,2067.0,1.8,1816.969,12.1,2037.097,1.4,With dependants,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,      Without dependants,1734.634,2.9,750.0,10.4,1726.0,2.3,1149.229,15.9,1669.189,3.1,Without dependants,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Lone parent,2010.924,21.0,505.433,0.1,1763.263,32.8,2063.485,0.1,1942.735,23.7,Lone parent,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Dependent student,734.528,0.1,186.458,15.1,686.157,32.9,178.7,18.5,220.403,17.4,Dependent student,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Non-dependent child,1084.565,4.7,611.315,13.4,1024.557,5.6,926.361,6.7,978.172,1.9,Non-dependent child,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Other related individual,1032.572,23.2,472.983,35.4,1257.616,19.5,712.073,23.4,954.501,8.8,Other related individual,Family member
2020,Median weekly earnings,WA,Males,Relationship in household,Non-family member,1644.65,5.9,558.368,13.8,1514.318,6.9,956.918,13.1,1333.328,8.3,,Non-family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Lone person,1728.434,6.9,454.314,25.4,1694.567,6.3,751.804,32.5,1572.275,9.1,Lone person,Non-family member
2020,Median weekly earnings,WA,Males,Relationship in household,   Not living alone,1255.75,17.5,639.243,15.5,1159.711,8.3,1108.908,26.7,1148.542,9.7,Not living alone,Non-family member
2020,Median weekly earnings,WA,Males,Relationship in household,Relationship not determined,1330.853,0.1,0.0,0.0,1330.853,0.1,0.0,0.0,1330.853,0.1,,Relationship not determined
2020,Median weekly earnings,WA,Females,Relationship in household,Family member,1405.046,3.6,701.829,3.6,1108.105,4.1,550.0,11.0,916.0,3.2,,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,"   Husband, wife or partner",1473.102,2.0,750.0,1.6,1125.0,3.3,652.264,4.6,1000.0,2.7,"Husband, wife or partner",Family member
2020,Median weekly earnings,WA,Females,Relationship in household,      With dependants,1500.0,2.1,750.0,3.4,1120.319,4.7,574.986,13.0,1000.0,4.8,With dependants,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,      Without dependants,1400.0,3.9,750.0,1.7,1131.518,4.8,744.0,4.9,1000.0,5.1,Without dependants,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Lone parent,1383.842,8.8,750.0,12.5,1179.669,9.7,550.0,24.4,999.071,10.0,Lone parent,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Dependent student,0.0,0.0,257.962,18.1,538.221,20.6,188.192,20.3,263.31,18.1,Dependent student,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Non-dependent child,1186.648,12.9,554.258,18.0,918.873,17.4,553.738,17.9,750.0,12.9,Non-dependent child,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Other related individual,1439.643,26.9,750.0,14.0,1168.414,30.0,750.0,74.8,1054.147,20.8,Other related individual,Family member
2020,Median weekly earnings,WA,Females,Relationship in household,Non-family member,1511.197,7.5,735.587,7.6,1500.0,6.4,650.855,10.2,1211.46,9.2,,Non-family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Lone person,1533.378,4.9,763.787,6.2,1500.0,6.3,711.331,12.4,1354.873,9.9,Lone person,Non-family member
2020,Median weekly earnings,WA,Females,Relationship in household,   Not living alone,1250.0,21.4,636.735,15.6,1252.054,22.4,641.215,16.0,1102.196,10.8,Not living alone,Non-family member
2020,Median weekly earnings,WA,Females,Relationship in household,Relationship not determined,1483.568,0.1,0.0,0.0,1160.022,0.1,0.0,0.0,1160.022,0.1,,Relationship not determined
2020,Median weekly earnings,TAS,Persons,Relationship in household,Family member,1340.986,2.5,699.683,3.4,1184.436,2.4,587.98,9.0,998.659,1.0,,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,"   Husband, wife or partner",1442.0,2.8,750.0,0.1,1268.785,2.9,750.0,2.4,1123.78,3.3,"Husband, wife or partner",Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,      With dependants,1500.0,2.6,750.0,1.1,1280.021,4.1,750.0,8.0,1163.354,3.3,With dependants,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,      Without dependants,1387.979,4.2,750.0,1.2,1250.0,3.7,729.534,5.2,1089.266,3.5,Without dependants,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Lone parent,1179.306,6.9,662.191,7.7,1000.0,8.5,602.258,28.4,883.412,10.1,Lone parent,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Dependent student,733.843,0.1,151.537,11.3,417.974,0.1,152.133,12.7,154.577,16.5,Dependent student,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Non-dependent child,925.45,5.1,540.2,9.2,874.0,6.2,602.279,11.5,789.0,3.1,Non-dependent child,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Other related individual,1137.662,14.1,680.596,21.5,947.822,11.6,682.196,23.8,877.137,8.1,Other related individual,Family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,Non-family member,1187.172,6.5,647.035,7.1,1149.354,5.3,596.924,10.3,1010.209,4.1,,Non-family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Lone person,1246.976,8.1,650.0,6.8,1150.0,8.1,445.275,23.2,1089.689,3.7,Lone person,Non-family member
2020,Median weekly earnings,TAS,Persons,Relationship in household,   Not living alone,1149.029,7.7,599.936,9.9,1106.46,7.4,600.938,10.1,812.94,6.5,Not living alone,Non-family member
2020,Median weekly earnings,TAS,Males,Relationship in household,Family member,1383.741,3.2,650.0,10.8,1340.695,2.5,740.199,8.4,1175.0,3.2,,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,"   Husband, wife or partner",1500.0,2.3,750.0,0.3,1495.924,2.3,753.339,4.7,1372.172,3.2,"Husband, wife or partner",Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,      With dependants,1514.795,3.2,750.0,0.9,1500.0,3.0,874.822,13.2,1407.971,3.9,With dependants,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,      Without dependants,1442.0,4.3,750.0,5.1,1434.757,4.0,750.0,11.7,1293.698,4.8,Without dependants,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Lone parent,1163.498,14.3,659.062,0.1,1055.082,18.5,1014.602,10.4,1035.375,14.2,Lone parent,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Dependent student,736.327,10.7,150.0,34.1,477.38,0.1,148.039,12.1,150.0,29.4,Dependent student,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Non-dependent child,874.254,7.8,500.0,19.5,851.762,6.6,691.272,12.2,800.0,4.4,Non-dependent child,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Other related individual,952.802,23.7,463.158,44.8,909.992,22.0,794.712,21.7,868.409,21.2,Other related individual,Family member
2020,Median weekly earnings,TAS,Males,Relationship in household,Non-family member,1210.405,10.0,584.482,7.9,1188.771,10.2,571.108,8.0,1002.459,8.1,,Non-family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Lone person,1309.01,11.9,635.226,14.9,1208.17,13.3,534.142,19.4,1100.0,12.5,Lone person,Non-family member
2020,Median weekly earnings,TAS,Males,Relationship in household,   Not living alone,1090.697,11.9,566.062,17.8,1162.125,14.0,575.305,13.7,755.793,10.2,Not living alone,Non-family member
2020,Median weekly earnings,TAS,Females,Relationship in household,Family member,1249.766,4.5,705.173,3.0,1000.0,3.6,530.756,9.6,847.575,3.0,,Family member
2020,Median weekly earnings,TAS,Females,Relationship in household,"   Husband, wife or partner",1342.0,4.9,750.0,1.0,1004.808,3.6,714.179,5.9,901.465,2.4,"Husband, wife or partner",Family member
