ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B49 Other theft,114,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,7,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,28,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B50 Deception,B54 State false information,3,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B50 Deception,B59 Other deception offences,1,22311
2025,March,Whittlesea,3752,South Morang,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,6,22311
2025,March,Whittlesea,3752,South Morang,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,22311
2025,March,Whittlesea,3752,South Morang,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3,22311
2025,March,Whittlesea,3752,South Morang,C Drug offences,C30 Drug use and possession,C32 Drug possession,20,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,8,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,11,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,2,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,22311
2025,March,Whittlesea,3752,South Morang,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,13,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,99,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,9,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2,22311
2025,March,Whittlesea,3752,South Morang,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,22311
2025,March,Whittlesea,3752,South Morang,F Other offences,F20 Transport regulation offences,F21 Public transport,1,22311
2025,March,Whittlesea,3753,Beveridge,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,4,20233
2025,March,Whittlesea,3753,Beveridge,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,20233
2025,March,Whittlesea,3753,Beveridge,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,20233
2025,March,Whittlesea,3753,Beveridge,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,20233
2025,March,Whittlesea,3753,Beveridge,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,20233
2025,March,Whittlesea,3753,Beveridge,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2,20233
2025,March,Whittlesea,3753,Beveridge,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2,20233
2025,March,Whittlesea,3753,Beveridge,B Property and deception offences,B40 Theft,B49 Other theft,4,20233
2025,March,Whittlesea,3753,Beveridge,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,20233
2025,March,Whittlesea,3753,Beveridge,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,20233
2025,March,Whittlesea,3753,Beveridge,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20233
2025,March,Whittlesea,3753,Beveridge,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,20233
2025,March,Whittlesea,3753,Beveridge,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,20233
2025,March,Whittlesea,3753,Beveridge,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,3,20233
2025,March,Whittlesea,3753,Beveridge,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,20233
2025,March,Whittlesea,3753,Beveridge,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,20233
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,18,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,11,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,40,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,21,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,6,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,5,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,20779
2025,March,Whittlesea,3754,Doreen,A Crimes against the person,Other crimes against the person,Other crimes against the person,12,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B20 Property damage,B21 Criminal damage,62,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B20 Property damage,B22 Graffiti,1,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,15,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,17,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,29,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,99,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B43 Steal from a retail store,14,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,5,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,8,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B40 Theft,B49 Other theft,40,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,20779
2025,March,Whittlesea,3754,Doreen,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,19,20779
2025,March,Whittlesea,3754,Doreen,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,20779
2025,March,Whittlesea,3754,Doreen,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,20779
2025,March,Whittlesea,3754,Doreen,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,20779
2025,March,Whittlesea,3754,Doreen,C Drug offences,C30 Drug use and possession,C31 Drug use,1,20779
2025,March,Whittlesea,3754,Doreen,C Drug offences,C30 Drug use and possession,C32 Drug possession,9,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,7,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,9,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,20779
2025,March,Whittlesea,3754,Doreen,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,20779
2025,March,Whittlesea,3754,Doreen,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,4,20779
2025,March,Whittlesea,3754,Doreen,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,20779
2025,March,Whittlesea,3754,Doreen,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,84,20779
2025,March,Whittlesea,3754,Doreen,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,8,20779
2025,March,Whittlesea,3754,Doreen,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,20779
2025,March,Whittlesea,3754,Doreen,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,20779
2025,March,Whittlesea,3754,Doreen,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,20779
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,14,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,16,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",4,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,78,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,28,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,7,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,4,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,8,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,12,21659
2025,March,Whittlesea,3754,Mernda,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,21659
