ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Greater Shepparton,3631,Kialla,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,8,21340
2025,March,Greater Shepparton,3631,Kialla,B Property and deception offences,B40 Theft,B49 Other theft,36,21340
2025,March,Greater Shepparton,3631,Kialla,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,21340
2025,March,Greater Shepparton,3631,Kialla,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,10,21340
2025,March,Greater Shepparton,3631,Kialla,B Property and deception offences,B50 Deception,B54 State false information,1,21340
2025,March,Greater Shepparton,3631,Kialla,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,6,21340
2025,March,Greater Shepparton,3631,Kialla,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,21340
2025,March,Greater Shepparton,3631,Kialla,C Drug offences,C30 Drug use and possession,C32 Drug possession,7,21340
2025,March,Greater Shepparton,3631,Kialla,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,21340
2025,March,Greater Shepparton,3631,Kialla,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,21340
2025,March,Greater Shepparton,3631,Kialla,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,21340
2025,March,Greater Shepparton,3631,Kialla,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,19,21340
2025,March,Greater Shepparton,3631,Kialla,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,21340
2025,March,Greater Shepparton,3631,Kialla,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,34,21340
2025,March,Greater Shepparton,3631,Kialla,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,21340
2025,March,Greater Shepparton,3631,Kialla,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1,21340
2025,March,Greater Shepparton,3631,Kialla East,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21341
2025,March,Greater Shepparton,3631,Kialla West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,21342
2025,March,Greater Shepparton,3631,Kialla West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,21342
2025,March,Greater Shepparton,3631,Kialla West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21342
2025,March,Greater Shepparton,3631,Kialla West,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,21342
2025,March,Greater Shepparton,3631,Kialla West,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,21342
2025,March,Greater Shepparton,3631,Kialla West,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,21342
2025,March,Greater Shepparton,3631,Kialla West,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,21342
2025,March,Greater Shepparton,3631,Kialla West,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21342
2025,March,Greater Shepparton,3631,Kialla West,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,21342
2025,March,Greater Shepparton,3631,Lemnos,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,21487
2025,March,Greater Shepparton,3631,Lemnos,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,21487
2025,March,Greater Shepparton,3631,Lemnos,B Property and deception offences,B40 Theft,B49 Other theft,1,21487
2025,March,Greater Shepparton,3631,Lemnos,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,21487
2025,March,Greater Shepparton,3631,Lemnos,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,1,21487
2025,March,Greater Shepparton,3631,Lemnos,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,21487
2025,March,Greater Shepparton,3631,Lemnos,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,21487
2025,March,Greater Shepparton,3631,Lemnos,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,3,21487
2025,March,Greater Shepparton,3631,Orrvale,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,22017
2025,March,Greater Shepparton,3631,Orrvale,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,22017
2025,March,Greater Shepparton,3631,Orrvale,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,22017
2025,March,Greater Shepparton,3631,Orrvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,22017
2025,March,Greater Shepparton,3631,Orrvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B40 Theft,B43 Steal from a retail store,5,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B40 Theft,B49 Other theft,5,22017
2025,March,Greater Shepparton,3631,Orrvale,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,22017
2025,March,Greater Shepparton,3631,Orrvale,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,22017
2025,March,Greater Shepparton,3631,Orrvale,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,22017
